demo_id,timestep,robot0_j1,robot0_j2,robot0_j3,robot0_j4,robot0_j5,robot0_j6,robot0_j7,finger_j1,finger_j2,milk_x,milk_y,milk_z,milk_quat_w,milk_quat_x,milk_quat_y,milk_quat_z,bread_x,bread_y,bread_z,bread_quat_w,bread_quat_x,bread_quat_y,bread_quat_z,cereal_x,cereal_y,cereal_z,cereal_quat_w,cereal_quat_x,cereal_quat_y,cereal_quat_z,can_x,can_y,can_z,can_quat_w,can_quat_x,can_quat_y,can_quat_z,state_37,state_38,state_39,state_40,state_41,state_42,state_43,state_44,state_45,state_46,state_47,state_48,state_49,state_50,state_51,state_52,state_53,state_54,state_55,state_56,state_57,state_58,state_59,state_60,state_61,state_62,state_63,state_64,state_65,state_66,state_67,state_68,state_69,state_70
demo_1,0,0.0,-0.001834958793943822,0.16201424655940666,0.004178165835986927,-2.604313990030377,0.02011607716062213,2.9639017054451107,0.8194329936103028,0.020833,-0.020833,0.019585416892564433,-0.211236360843539,0.885,-0.893275698707205,0.0,0.0,0.4495092058002313,0.12253715186860245,-0.3238376876235474,0.8450000000000001,0.20359083358740643,0.0,0.0,0.9790560619694794,0.049965808151656944,-0.30263543713570606,0.9,-0.22349863021925018,0.0,0.0,0.9747042434965177,0.0891578091897252,-0.40491010079787637,0.8600000000000001,-0.8700737654806631,0.0,0.0,0.4929215379979861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demo_1,1,0.05000000000000003,-0.0017528033351615583,0.1662368923629794,0.004040659264552393,-2.607167351019786,0.01760851030790614,2.9587544274216695,0.8157687579372381,0.021582031079832066,-0.021577290849828686,0.01966002211677248,-0.21132609810879943,0.8803866377706482,-0.8932753140535943,-0.00038742759476297593,-0.0008854167908828975,0.44950893121207025,0.12246396666420811,-0.323887914635864,0.8418534628973345,0.203588259859705,-0.00044220538952101954,-0.0005643565578652731,0.9790563346423771,0.049964774695240494,-0.3026368262958108,0.8937457194822533,-0.2234986202458238,-4.607303822622285e-06,-4.577236504660359e-06,0.974704245761777,0.08916502622821158,-0.404916491196281,0.8600426200604726,-0.8700737973450092,-2.129908317749418e-05,-0.00010692886789414634,0.4929214696949224,0.002176997411664429,0.13276688367269612,-0.005694305269824507,-0.07338286866428147,-0.0805853627903532,-0.13642620064338687,-0.11913722633659307,0.016052325574565263,-0.01591909215269595,-0.004619079875936561,0.004255411613103031,0.02933918058410883,0.017575151795779856,-0.09623060362017807,1.1189603118553625e-05,-0.022132021317859872,0.0005082830271077102,0.0065274418914685346,-0.35084833110256314,0.5115683036098605,0.0004377249893547958,-0.023174501668498493,-0.022499969793937334,0.02743402120937798,-0.13590109030650716,0.4110653835502531,2.299861638788455e-07,-0.0007613682342275975,-0.0035595015856911705,0.00045538404374802655,0.05260268988925908,0.0636122064937403,2.0875742031179644e-05
demo_1,2,0.10000000000000007,-0.0017321797833792156,0.16928425908422368,0.003874132890365029,-2.607865668939189,0.015750848757846006,2.9568893734956143,0.8126693878528405,0.023584941541373868,-0.023568807809288755,0.019649855445465055,-0.21130427092812273,0.8808650455103986,-0.8932753812312899,-0.00026725830131276324,-0.0007305461934471382,0.44950916360109167,0.12249701744446786,-0.32381333253045297,0.8422037966561008,0.20358824126595285,-0.0003492907884370051,0.0003595070715104742,0.9790564727168942,0.049953810467665886,-0.30263732482329436,0.8946130785132509,-0.22349860454896367,-7.908657804845138e-05,6.606467794773723e-06,0.9747042461517921,0.0891589930125407,-0.4048971047094926,0.8600451169361871,-0.8700739143956772,0.00013265225899286695,6.0980883194431044e-05,0.49292125352118255,-0.00017230906772727119,0.01912490775985543,-0.001391096918237856,0.005916647439598577,-0.0096681504743672,0.008734763465900831,-0.025638522364196135,0.03894368147214154,-0.03878953834365534,-0.006178139730411507,0.008518507939556288,0.001387778203987765,-0.003527488220007105,-0.16755516783736887,-4.6027051328262954e-05,-0.005870023471158607,0.0007186082571545051,0.0017765377032912424,-0.03619668818108818,0.19456920530227878,-0.0001938853888582825,0.0006960712491538429,-0.0003297830988755006,0.002256192946208441,-0.007899553150192223,-0.006319736352851754,-5.946312472939202e-07,0.0026340522015418123,0.008003356703516196,-0.0005993240205201043,-0.14354541081382838,-0.1261625873813005,-7.776921268284719e-06
demo_1,3,0.1500000000000001,-0.0017338092789956916,0.1697471474143003,0.0038413091180420113,-2.607766441307114,0.015618299074934805,2.957189095457612,0.8119764592700567,0.026459621798258996,-0.026439438692680613,0.01952283182526976,-0.21120159979857983,0.8808656781415527,-0.8932751560236244,2.4352872535027675e-05,0.0005688144597414186,0.4495099236813548,0.1224941535182709,-0.32377903045780965,0.8421836633671967,0.20359060844549812,-0.0003168200237753757,0.0005251068200331845,0.9790559167078722,0.049967271438841686,-0.30261735728115724,0.8946268736719135,-0.22349862294533274,3.8126863091490225e-05,0.00011579643950028419,0.9747042375403253,0.08915124401438387,-0.4049065782939783,0.8600449901276943,-0.8700739583238664,-2.0226487043028325e-06,8.818471017478123e-05,0.4929211897108962,-1.679273790214413e-06,0.0030221479984621543,-0.00027648247667451663,6.651080324807068e-05,5.436657976134254e-05,0.003216097994964529,-0.005459711039603847,0.052076703471119014,-0.0520267677989034,-0.00839266944249481,-0.0009477282906645409,0.0015664406792633657,0.11911549660164095,-0.07293956832809609,-9.550890737373188e-05,-0.015200494535675554,0.013252047956106154,-0.001053790760437209,0.26396508858386913,0.5028760871361015,-0.0002543278901027919,0.0042639075689962025,0.011220750501344091,-0.0010629002153281428,0.1097611475946764,-0.11625943961386216,1.027481481901973e-05,0.0016812507870349117,4.2865304545305644e-05,0.0003261374656099642,-0.03030168856145872,0.01573903447284318,1.0811959750504746e-05
demo_1,4,0.20000000000000015,-0.0017333572802939515,0.169804399443526,0.003838117651888321,-2.6077664237258738,0.015619688883039193,2.957238054036221,0.8118889686790912,0.029828028258464187,-0.02980607159305661,0.01960129716515123,-0.21124166587216486,0.8808584171988499,-0.8932753411402423,1.2189552236301055e-05,-0.0001443278827788312,0.4495098930297996,0.12252002654982797,-0.32380425335161306,0.8421804409110005,0.20359498966460893,-0.00017343305297488432,0.00040444096247623906,0.9790550988233255,0.04997485422642216,-0.3026449196607854,0.8946295378664315,-0.22349859059713548,4.611456529385184e-05,-7.380832360344825e-05,0.9747042486964301,0.08916143233358845,-0.40490795401239893,0.8600444378905874,-0.8700739675265214,4.3226731181137666e-05,-2.2403123917326028e-05,0.4929211789548184,1.3929814349956373e-05,9.774394010663588e-05,-1.4763462105061072e-05,-6.492316895284398e-06,1.5170781659276363e-05,4.4359582498527494e-05,-8.869230555765113e-05,0.05945812738807757,-0.05943793132298812,-0.0045264837744662546,0.00989049156315082,-0.0007562913729537962,-0.037030472387430784,-0.1697628406656428,-3.261500273961043e-05,-0.01286104574270669,-0.0012330429306579467,0.0010131800469187608,-0.0929956361409357,0.26532797803183794,-0.000238584371905241,0.0024068806142366946,-0.005999216781996173,0.00011164025182964382,-0.08581750258704582,0.00586785082214783,5.6337505817447964e-06,0.004816397218051436,-0.00015745244349378747,0.00013971192249552083,-0.08957263578464647,0.05762003913515992,1.8079542910953425e-05
demo_1,5,0.25000000000000017,-0.0017326082404573652,0.1698051964477511,0.003837538756806876,-2.607766510181659,0.015620223983727215,2.9572384151300164,0.8118879556998063,0.033473382192498354,-0.033450751925829254,0.019622578892934575,-0.211262492774825,0.880859240109056,-0.8932751126329671,-5.942376538870462e-05,-0.00036404885413888,0.4495102191138808,0.12256862849653535,-0.32383980434081583,0.8422035949796208,0.20359520339574452,0.0003639308635259443,-2.4110410175838103e-05,0.9790550853385421,0.04995430240037254,-0.3026364790746407,0.8946303935392746,-0.22349862200411644,-7.4923429758064e-05,1.2342034209022508e-05,0.9747042424224976,0.08918347621738375,-0.4049045433400089,0.8600430072779869,-0.8700739754623888,0.00021898377083391144,-0.00024117877557174364,0.4929210597063001,1.5193889500564615e-05,2.9438768918459517e-07,-1.0965865099531056e-05,-4.9905195122002545e-09,9.847549707755165e-06,2.5453235618220474e-07,-6.9010796595137525e-06,0.06360087651246732,-0.06359150941117003,0.005078434606273642,0.00264500942004313,0.0012779926682677774,-0.09216331579424748,0.018046456000866865,-6.604707799215341e-05,-0.0032642696799793655,0.014826193102461166,0.00023191466516999304,0.2994904299137339,0.17935011464586925,-0.0002551069534189102,-0.003710782397302932,-0.012092888218775315,-0.001012769526644927,-0.12342775471509282,0.11468040270747173,-2.4160404409056758e-05,-0.007408604106584176,-0.003569436122982583,0.0005596164434730867,0.17699203227356616,-0.014461388121245141,1.8445711495891734e-05
demo_1,6,0.3000000000000002,-0.0017318479891989444,0.16980519873171288,0.0038369924583674174,-2.6077665092608964,0.015620713630611639,2.9572384159006186,0.8118876243054506,0.035899893809081124,-0.03587691547744148,0.01958118550715322,-0.21126225113109479,0.8808566168934377,-0.8932753693972592,-0.00019816740001083754,-6.431694121315281e-05,0.4495098119298444,0.12255309466870623,-0.3238169131344166,0.8421915157844957,0.20359411165816213,0.0003772376640141724,0.0002601772686072871,0.9790552730554372,0.05000285196242628,-0.3027171960381843,0.8946370066089507,-0.22349857381446978,0.00012050829905142462,-0.0005863237409270085,0.9747040726318519,0.08915618567477203,-0.4049122636107941,0.8600452914490516,-0.8700740409583534,-2.8929812868446524e-05,-4.182943662064649e-06,0.49292105087526067,1.5200265916888834e-05,-1.795607390493075e-09,-1.0930874730286845e-05,2.516378777981146e-08,9.779724986868569e-06,-2.985341059447363e-08,-6.56974248019138e-06,0.036509366415926295,-0.036504187361766804,-2.1777815275175012e-05,-0.00841908640596378,0.00013317657895422965,0.08248811088278492,0.11008347136512175,-6.941128288898062e-06,0.02098773873485888,0.014871983347066948,-0.0017040464173810664,0.584335204025278,-0.3567661343645374,-0.00013550216639258923,-0.0013389278109694966,-0.0008522796139959828,0.0015197281379453896,-0.0029046059836952687,0.020956301078189937,2.4555787599442612e-05,-0.00940959634155436,0.0020179899483773077,-0.0003880010211858183,0.15660246063920713,-0.14491167909562452,-2.0810348761331422e-05
demo_1,7,0.35000000000000026,-0.0017310879689783158,0.16980519860018187,0.003836446657170688,-2.607766507982679,0.015621202499906216,2.9572384143420205,0.811887295787938,0.03727048076495389,-0.037247308123036074,0.01955822823498812,-0.21122517464943044,0.8808518346762887,-0.8932753552848843,-2.086560154521895e-05,0.00022905438027280244,0.44950982941353185,0.1225435604465859,-0.32379928126052926,0.8421830237467499,0.203590788669715,0.00022841373389013522,0.0007005826470199382,0.9790557940076571,0.05000112431088008,-0.30274821298679055,0.8946439733068478,-0.22349866722809486,6.341141349727866e-05,-0.0007861398930409969,0.9747039159202789,0.08918733386766614,-0.4048796798637115,0.8600451875116336,-0.870074004202024,0.00048456570804410865,-0.00012639071350986647,0.4929208622419218,1.519334608906572e-05,-2.74089535325094e-09,-1.0925903199242972e-05,2.543648235443585e-08,9.774571172159382e-06,-3.1194795319600764e-08,-6.5655168524973555e-06,0.020471299857537328,-0.02046839866624451,-0.004836839250912637,0.0034169273832134117,0.00026884969069677217,0.030636419169650833,-0.09194141629976275,8.526212801889385e-06,0.00435697592594097,0.004032534695996324,0.0014012629718869775,0.21019907988715064,-0.09421431352199727,0.00014605004691013067,-0.009690053785714999,-0.0017868874442747232,0.0001789745232668896,0.034455212314154035,0.12657668340200987,0.00020324046676560911,0.000297205666246074,-0.002314431233732252,0.0017195395262339095,0.005904275865483394,0.04223944628981072,5.696991471570733e-05
demo_1,8,0.4000000000000003,-0.0017303282974820214,0.1698051984608732,0.003835901102648989,-2.6077665067025406,0.015621691132119022,2.9572384127730817,0.811886967426911,0.038038027429445856,-0.03801474595986289,0.019593098134599488,-0.21125838266918806,0.880850966387952,-0.8932753492765512,-0.0001312613160458102,-0.00013593993010604566,0.4495098604765626,0.1225200029162061,-0.3238027690682147,0.8421939066388141,0.20359164522007392,-8.337345223399366e-05,0.0004882152874658102,0.9790557679168651,0.050004940093959456,-0.30271188302457525,0.8946465759305274,-0.22349841669247547,0.00014188559337491657,-0.0005547880042072744,0.9747041242421752,0.08917352772265374,-0.4048942268764313,0.8600409648489603,-0.8700740884218093,0.00021926381590271155,-5.8549921481227475e-05,0.4929209157179712,1.5186368530455774e-05,-2.7446906469124087e-09,-1.0920928312101237e-05,2.542386020052289e-08,9.769939813972082e-06,-3.118502326486377e-08,-6.562578204020158e-06,0.011455151347321429,-0.011453527799793932,0.004859623884037703,-0.003532770074564165,0.000389539665140792,-0.027436423931504757,0.09356037052330923,-1.9362491469403703e-05,-0.014128675104336953,-0.0007692540150329684,0.0006784740172332108,-0.08553731584090762,0.3396545077389336,-0.00037009841290128,-0.0022632174886533067,-0.0006306372158452411,0.0013340862106340004,0.005118456368306386,0.03075769012736554,3.470311074603838e-05,0.013718745119498494,0.013166873375100295,-0.0027943633299225765,-0.42820318902853394,-0.0983713171351578,-9.14321868680396e-06
demo_1,9,0.45000000000000034,-0.0017295689748725222,0.16980519832153615,0.0038353557979646288,-2.6077665054230326,0.015622179534328564,2.957238411204876,0.8118866392137656,0.038467386112303326,-0.03844404375421775,0.01956816000417792,-0.21121789915510294,0.8808509136652335,-0.8932753673305097,6.490930463835999e-05,0.00018495111559373398,0.4495098215839247,0.12249591882473582,-0.3238224462642138,0.8421806108392329,0.20359525249911758,-0.000208256360312354,0.0002924892401150948,0.9790550772245411,0.049932843681372296,-0.3025918416888754,0.8946348845308679,-0.22349828397514934,-0.0001481538037278925,0.0003333394139371527,0.9747042546308338,0.08917243135822311,-0.4049384845279456,0.8600441827532175,-0.8700738305125765,-0.00019046357736658085,-0.0002868796925321176,0.4929213029286111,1.51793924504702e-05,-2.7442331246033333e-09,-1.0915909365767703e-05,2.5412069911751275e-08,9.765364518864937e-06,-3.11697973831814e-08,-6.559605708108617e-06,0.006406120142728907,-0.006405212508127227,0.000734491258396446,0.007890485459476203,0.00011369237291283872,-0.08356167931551291,-0.09633117351291647,3.625843407140839e-05,-0.0005491526277933857,-0.01741929086601536,0.000294739980648165,-0.3610854233080305,-0.08937368238716192,-0.0002500632485508812,0.00537410468116736,0.005445620302409412,0.0005648278617441638,0.0345262683831232,-0.09591920321096556,7.336979947573038e-05,0.011372877325245214,-0.01327202606705514,-0.001807478886500375,-0.062613830873423,0.4016762715585687,-1.0254070726387997e-05
