episode,step,time,duration,success,failure_type,eef_pos_x,eef_pos_y,eef_pos_z,eef_quat_w,eef_quat_x,eef_quat_y,eef_quat_z,can_pos_x,can_pos_y,can_pos_z,action_0,action_1,action_2,action_3,action_4,action_5,action_6
0,0,1770838724.400644,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6784533,0.73347175,0.031065634,0.027476039,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.27358132157616843,-0.33800097595317513,0.4275965977764168,-0.07386586211753904,0.14944777984656887,-0.12770709828412286,1.0
0,1,1770838724.4152377,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.68479514,0.72758985,0.029655354,0.028093759,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.48839220687448104,-0.4750265463061043,0.1064609780459903,0.04400511030443752,0.10975907828415588,-0.06779780315725167,1.0
0,2,1770838724.4846623,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6847561,0.7277396,0.03181582,0.022175571,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.22675138857602584,0.2683670443786098,-0.46806078138184437,0.1587702388988692,-0.01091768646052968,0.14212972318349287,-1.0
0,3,1770838724.5169163,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.680258,0.73196304,0.035920613,0.013746017,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.3594037766930762,0.3800121575340958,0.3191963225277259,0.1502151290808415,0.025456169845904375,0.17934492224834864,1.0
0,4,1770838724.5889046,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.676035,0.7358919,0.035569314,0.013209914,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.0010364572806540462,0.4214019745277482,-0.4643169087207947,-0.18777527454247367,-0.15813998793272166,-0.05154061659974826,-1.0
0,5,1770838724.648844,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.67291725,0.7389308,0.030382719,0.015510736,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.05268677190122728,-0.10832200846029894,0.2985971846195943,-0.09297273549561368,0.15532208522361646,0.013111497953434526,1.0
0,6,1770838724.6702147,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.67460614,0.73740834,0.029929338,0.015478938,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.12180011135146873,-0.05794397754901015,-0.22646690883672227,0.08676366158646764,-0.11550760014670698,-0.1295453837491766,1.0
0,7,1770838724.7360432,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.67792886,0.7342717,0.030802911,0.017572066,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.062542933776641,-0.3623181150988055,0.25570268615226344,-0.057784963749048984,-0.007050318546977852,-0.001467725166996614,1.0
0,8,1770838724.8095138,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.67935616,0.73295563,0.029281631,0.019843247,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.30141801277712055,0.1552780130523168,-0.3242388810461456,-0.05672707286344694,-0.0703478610517781,-0.08816744390128771,-1.0
0,9,1770838724.8794599,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.67767817,0.7345578,0.028090166,0.019701252,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.07678190026185383,0.07329246200458162,-0.0442789772935811,0.016201525866889,0.07836547954677342,0.11960079021454606,1.0
0,10,1770838724.9538426,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.68071246,0.7316176,0.030992676,0.020143082,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.34789672091108004,-0.29225408979246015,0.44153675737133036,0.08896993685119059,-0.12087680835097477,-0.1669558379955831,1.0
0,11,1770838724.9930964,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6848699,0.72725886,0.03910892,0.022766577,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.21273920242263722,-0.27879141445191535,0.24182300888425123,0.10152465175082354,-0.15796278719332102,0.021141056847077844,-1.0
0,12,1770838725.027525,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.68269557,0.7287895,0.044106897,0.029108603,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.48691749084934344,0.4430804064768964,-0.04096873878363527,-0.14222786572276488,-0.1067938948323512,0.05911188398524114,1.0
0,13,1770838725.095482,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.67904776,0.73215616,0.042577356,0.032073822,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.03330831986576599,0.29768097641609825,-0.07103802528102265,-0.051425259079409286,0.10464705525163653,-0.024709560469732328,1.0
0,14,1770838725.1655586,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.673628,0.7371134,0.040782046,0.035014134,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.45214871388191546,0.19150921862059045,0.026205747775613575,-0.08517440395100523,0.00834601691844919,0.1773821921639563,-1.0
0,15,1770838725.230413,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6661745,0.7440151,0.0393869,0.033191506,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.1988985159551927,0.3375603215539311,-0.24442243300386723,0.06884968292669258,0.068553372224964,0.19324379483149018,-1.0
0,16,1770838725.294363,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.66418713,0.7456623,0.043874163,0.030304316,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.296381487648231,-0.10788577057702475,-0.0007101203317058102,0.16640412504556362,-0.07721182565235916,0.05216584875459346,1.0
0,17,1770838725.3644004,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6626902,0.74634254,0.050637417,0.0353628,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.2353478101870684,0.26544247508811813,0.44429391214029856,-0.07555656847190334,-0.1938534722766348,0.054384360360728745,1.0
0,18,1770838725.431854,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.66327363,0.7458997,0.047363542,0.038191512,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.07356509516009713,-0.12651001563587527,-0.25529076633681125,-0.12688735502655318,0.18848353226370418,-0.15955592562841192,1.0
0,19,1770838725.4476962,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6662161,0.74320114,0.04570698,0.041462976,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.0700837051558778,0.3634968825846234,0.2894930972125539,-0.03345934255526192,-0.16735370569111996,-0.16442501397483744,1.0
0,20,1770838725.5056086,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6660422,0.7434929,0.046549704,0.03793413,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.24257015727711084,0.4241636457354582,-0.13464402960265043,0.1390427372738336,0.14784591949689918,0.13658877466019437,-1.0
0,21,1770838725.573642,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6654237,0.74408275,0.04501578,0.03906306,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.15421532938452043,0.05817458079196802,0.08223157273777204,-0.1765182032218593,-0.10130440193515851,-0.032266838821767146,1.0
0,22,1770838725.6457324,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6629901,0.7464165,0.04434643,0.036606047,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.21407155195006888,0.07058574312368304,-0.4798426212885809,0.18720900903134158,0.07459238978241883,0.15601332187916478,1.0
0,23,1770838725.676247,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.662329,0.7471443,0.04734754,0.029221172,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.11021065002456587,-0.22923334488314562,0.1073243209023822,0.15934307201446046,0.14002179290846883,0.12683239714183886,-1.0
0,24,1770838725.718033,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6624785,0.74696577,0.05118383,0.023332143,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.27515471457724994,-0.18337394328312484,0.454439212669308,0.12321807687949499,0.05753197596033233,0.07368100896709434,-1.0
0,25,1770838725.776573,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6618742,0.7473163,0.055112183,0.020090805,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.2046093988964257,0.4981183899380558,0.13175428490620666,0.030727384508046907,-0.030786311758294133,-0.02988488245576254,-1.0
0,26,1770838725.850144,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6626333,0.74653286,0.056683853,0.019817652,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.2892143926732681,-0.289808412941829,0.2848314412513522,-0.016511110963562503,0.006354814476098092,-0.04644714108763681,1.0
0,27,1770838725.9289887,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.66331345,0.7458125,0.056674063,0.023812814,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.06015297381450213,0.3606820415947466,-0.36590648413227833,-0.13587861591406286,-0.14171582831263707,-0.13144450271396982,1.0
0,28,1770838725.9648995,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6602305,0.7482139,0.05709717,0.03180232,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.14001141983195475,-0.2795293593998446,-0.3926131695158722,-0.10576423194698314,-0.12629181477047913,0.08893423844437753,-1.0
0,29,1770838726.0064602,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6539732,0.7535608,0.05554499,0.03714922,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.1586694543299918,0.3091373664219448,0.40128694597708714,-0.10101261627656527,0.1496651657903123,0.07509024004456621,-1.0
0,30,1770838726.073477,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.65687996,0.7512461,0.054867636,0.033580698,0.05233653667401042,-0.3891421111498727,0.8600552492977214,0.21787797435807,-0.31551524178028034,-0.3521305840550848,0.1748455941198807,0.13805364665198538,-0.15578805634006523,-1.0
0,31,1770838726.1398218,58.59360337257385,False,random_policy,0.001197323095903125,-0.04525033389622385,0.9663689116221729,0.6618901,0.74658,0.060439017,0.029446624,0.05233653667401042,-0.3891421111498727,0.8600552492977214,-0.025726291074305352,0.1435178398953787,0.32236662668881,0.1601628932900348,-0.07815050999442762,0.07420442230723512,1.0
